opportunity_id,original_sheet_name,original_row_number,company_id,company_name,program_name,program_type,city,region,work_mode,duration,compensation,application_method,application_window,open_window_type,degree_tags,eligible_majors,role_clusters,technical_skills,skills_list,tools_list,requirements,eligibility_summary,required_documents,interview_required,interview_mode,interview_stages,source_url,source_domain,source_type,verified_opportunity,verified_coopintern,verification_level,evidence_summary,last_verified_date,data_quality_notes,AI_Fit,CS_Fit,CYS_Fit,CIS_Fit,Data_Eng_Fit,Computer_Eng_Fit,Fintech_Fit,Data_Science_Fit,AI_Fit_Num,CS_Fit_Num,CYS_Fit_Num,CIS_Fit_Num,Data_Eng_Fit_Num,Computer_Eng_Fit_Num,Fintech_Fit_Num,Data_Science_Fit_Num,inferred_role_cluster,inferred_interests,inferred_skills,required_skills,preferred_skills
135,Companies,441,299,Golf Saudi,IT Co-op Trainee,COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via source page,See source page,Not Stated,CIS;CS,CIS;CS,Networking,"Microsoft 365 (Exchange, Entra, Intune, SharePoint); troubleshooting; IT documentation.",APIs; Entra; Intune; IT documentation; Microsoft 365 (Exchange; Networking Fundamentals; SharePoint); troubleshooting; ITIL; Cloud Computing; Networking,Linux; Windows; SharePoint,Basic IT principles; interest in IT support/infrastructure/cloud services; Microsoft 365 familiarity a plus; good English.,Basic IT principles; interest in IT support/infrastructure/cloud services; Microsoft 365 familiarity a plus; good English.,Not stated.,No,Not stated,Not stated.,https://sa.linkedin.com/jobs/view/it-co-op-trainee-at-golf-saudi-4260371920,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"Golf Saudi IT Co-op Trainee posting: support Microsoft 365 services (Exchange, Entra, Intune, SharePoint), troubleshoot day-to-day IT issues, and requires basic IT principles, interest in IT support/infrastructure/cloud, and good English.",46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. Pass26: skills normalized/deduped.,Low,Medium,Low,Medium,Low,Low,Low,Low,0,1,0,1,0,0,0,0,Network Security,Cybersecurity; Cloud / DevOps; Software Development,networking; network security; cybersecurity; linux; cloud; python; api; sql; git,networking; linux; security fundamentals; cybersecurity fundamentals; python; apis; sql; git; javascript; html; css; react,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; docker; testing; cloud; rest apis; typescript; ui testing
136,Companies,443,300,Siemens Healthineers,Healthineers Early Talent Program – IT (Riyadh),Internship,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via source page,See source page,Not Stated,CIS;CS,CIS;CS,Networking,IT operations; end-user support; device troubleshooting; ticket handling; vendor/asset management.,asset management; device troubleshooting; end-user support; IT operations; Networking Fundamentals; ticket handling; vendor; Troubleshooting; ITIL; Networking,Linux; Windows,"Pursuing bachelor’s or master’s in Computer Science, Computer Engineering or related; strong English & Arabic communication.","Pursuing bachelor’s or master’s in Computer Science, Computer Engineering or related; strong English & Arabic communication.",Apply via company careers site (no email CV per posting).,No,Not stated,Not stated.,https://sa.linkedin.com/jobs/view/healthineers-early-talent-program-it-riyadh-saudi-arabia-at-siemens-healthineers-4373118485,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"Siemens Healthineers Early Talent Program – IT (Riyadh): IT operations/maintenance, end-user & local IT support, onboarding/offboarding, device install/troubleshoot; expertise: pursuing bachelor/master in CS/Computer Engineering or related fields; English & Arabic.",46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). Pass26: skills normalized/deduped.,Low,Medium,Low,Medium,Low,Medium,Low,Low,0,1,0,1,0,1,0,0,Network Security,Cybersecurity; Cloud / DevOps,networking; network security; cybersecurity; linux; cloud; soc; siem; penetration testing; incident response; vulnerability assessment,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment
137,Companies,445,301,1957 Ventures,Internship / Co-Op Program,COOP,Riyadh,Riyadh Region,In person,3–12 months (aligned with university requirements),Not stated,Apply via source page,See source page,Closed (observed 2026-03-08),AI;CS;Fintech,AI;CS;Fintech,Artificial Intelligence;Data Science,Market research & competitive analysis; data analysis; basic programming/scripting; AI tools; Excel/financial modeling.,AI tools; basic programming; data analysis; financial modeling; scripting; Data modeling; Excel,Excel,Bachelor/Master in CS/Engineering/Business/etc; min GPA 3.0/4.0; university approval for internship/co-op credit; full-time placement in Riyadh (in-office).,Bachelor/Master in CS/Engineering/Business/etc; min GPA 3.0/4.0; university approval for internship/co-op credit; full-time placement in Riyadh (in-office).,Updated CV/Resume; university approval documentation; optional portfolio/projects.,No,Not stated,Not stated.,https://sa.linkedin.com/jobs/view/intern-co-op-placement-at-1957-ventures-4290674305,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,1957 Ventures Internship/Co-Op Program (Riyadh): 3–12 month placement; degrees include Computer Science; minimum GPA 3.0; 3–6 months full-time placement in Riyadh; in-office required; application requires CV and university approval docs.,46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). Pass26: skills normalized/deduped. | Pass28: source recheck batch (observed 2026-03-08),Medium,Medium,Low,Medium,Low,Low,High,Medium,1,1,0,1,0,0,2,1,AI / Machine Learning,Data Science; Data Engineering,python; sql; machine learning; data analysis,python; machine learning; data analysis; sql; etl,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi
138,Companies,447,302,Nokia,Graduate Trainee (Saudi Arabia) – Fledgers Program,Graduate Program,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via source page,See source page,Not stated,AI;CS,AI;CS,Artificial Intelligence,5G; IP Networks; Core Systems; Telco Cloud; Python; Power BI/Power Automate; ML/AI concepts.,5G; AI concepts; Core Systems; IP Networks; Machine Learning; Power Automate; Python; Telco Cloud; Business Intelligence; Data analysis; Power BI; Cloud Computing,Power BI,"University graduate; degree in Telecommunication/Electronics/Electrical (or related); basic telecom networks knowledge; programming language (e.g., Python); Power BI/Power Automate; familiarity with ML/AI; strong English.",Recent graduates in engineering; programming (Python) + analytics (Power BI) helpful; in-office in Riyadh.,Updated CV/Resume; supporting documents as requested by the job post.,No,Not stated,Not stated.,https://sa.linkedin.com/jobs/view/graduate-trainee-saudi-arabia-at-nokia-4290708505,sa.linkedin.com,Medium,Yes,No,LinkedIn Job Post,"Nokia Graduate Trainee (Saudi Arabia) – Fledgers program (Riyadh): recent graduates; exposure to 5G, IP Networks, Core Systems; skills include Python, Power BI/Power Automate, familiarity with ML/AI concepts; internship/trainee role in-office.",46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. Pass26: skills normalized/deduped.,Medium,Medium,Low,Low,Low,High,Low,Medium,1,1,0,0,0,2,0,1,Network Security,Cybersecurity; Cloud / DevOps; Data Science; Data Engineering,networking; network security; cybersecurity; linux; cloud; python; sql; machine learning; data analysis,networking; linux; security fundamentals; cybersecurity fundamentals; python; machine learning; data analysis; sql; etl,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi
139,Companies,449,303,Ericsson,Summer Interns (Ericsson Saudi),Internship,Riyadh,Riyadh Region,In person,6–8 weeks,Not stated,Apply via source page,See source page,Not stated,CS,CS,Not stated,MS Excel; basic telecom interest; reporting & analysis.,APIs; reporting & analysis; Excel,Excel; MS Office,3rd/4th-year university student in CS/Electrical/Electronics/Telecom (or similar); able to work 5 days/week for 6–8 weeks; excellent English; strong MS Office (Excel); analytical & interpersonal skills.,3rd/4th-year university student in CS/Electrical/Electronics/Telecom (or similar); able to work 5 days/week for 6–8 weeks; excellent English; strong MS Office (Excel); analytical & interpersonal skills.,Updated CV/Resume; university letter (if required by your program).,No,Not stated,Not stated.,https://sa.linkedin.com/jobs/view/summer-interns-at-ericsson-3957893185,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"Ericsson Summer Interns (Riyadh): 3rd/4th-year university students (incl. Computer Science, Electrical/Electronics, Telecom); 6–8 weeks; work from office Riyadh; skills include English, MS Office/Excel, analytical & project management.",46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. Pass26: skills normalized/deduped.,Low,Medium,Low,Low,Low,High,Low,Low,0,1,0,0,0,2,0,0,Network Security,Cybersecurity; Cloud / DevOps; Software Development,networking; network security; cybersecurity; linux; cloud; python; api; sql; git,networking; linux; security fundamentals; cybersecurity fundamentals; python; apis; sql; git; javascript; html; css; react,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; docker; testing; cloud; rest apis; typescript; ui testing
140,Companies,451,304,Bosch Middle East,Software Development Intern (AI/Cloud),Internship,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via source page,See source page,Not stated,AI;CS,AI;CS,Artificial Intelligence;Cloud;Data Engineering;Software Engineering,Cloud platforms; AI/ML models; data pipelines; automation workflows; DevOps; cloud security; Python/Java/C#.,AI; automation workflows; C#; Cloud platforms; cloud security; DevOps; ETL/ELT; Java; Machine Learning; Python; Cloud Computing; CI/CD; Cybersecurity Fundamentals,Apache Spark,University student or recent graduate in CS/Software Eng/AI/Data Science (or related); basic programming (Python/Java/C#); cloud or AI fundamentals a plus; Arabic & English.,University student or recent graduate in CS/Software Eng/AI/Data Science (or related); basic programming (Python/Java/C#); cloud or AI fundamentals a plus; Arabic & English.,Updated CV/Resume; optional GitHub/portfolio.,No,Not stated,Not stated.,https://sa.linkedin.com/jobs/view/software-development-intern-at-bosch-middle-east-4361805291,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"Bosch Middle East Software Development Intern (Riyadh): focus on AI, cloud computing, data pipelines & automation; students/recent grads in CS/Software Eng/AI/Data Science; basic programming (Python/Java/C#).",46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. Pass26: skills normalized/deduped. | Pass28: Tools_List backfilled from Role_Certs core tools (not necessarily required).,High,High,Low,Medium,Medium,Medium,Low,High,2,2,0,1,1,1,0,2,Cybersecurity,Cybersecurity; Data Science; Data Engineering; Software Development,cybersecurity; soc; siem; network security; penetration testing; linux; incident response; vulnerability assessment; networking; python; sql; machine learning; data analysis; api; git,linux; networking; cybersecurity fundamentals; security fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react; docker,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; testing; cloud; rest apis; typescript; ui testing; kubernetes; ci/cd; aws; azure; terraform; statistics; pandas; visualization
141,Companies,453,305,Saudi Payments | المدفوعات السعودية,COOP Training – August 2024,COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via source page,See source page,Not stated,CIS;CS;CYS,CIS;CS;CYS,Cybersecurity;Fintech,"Depends on track (IT, security, analytics) – see COOP posting.",analytics) – see COOP posting; Depends on track (IT; security; Data analysis; ITIL; Cybersecurity Fundamentals,Power BI,Saudi National; senior undergraduate (not yet graduated); min GPA 3.5/5 or 2.8/4; COOP request letter; latest transcript; latest CV.,Saudi National; senior undergraduate (not yet graduated); min GPA 3.5/5 or 2.8/4; COOP request letter; latest transcript; latest CV.,COOP request letter from university; latest transcript; CV/Resume.,No,Not stated,Not stated.,https://sa.linkedin.com/jobs/view/coop-training-august-2024-at-saudi-payments-3978098810,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"Saudi Payments COOP Training (Aug 2024, Riyadh): Saudi nationals; senior undergrad (not yet graduated); minimum GPA 3.5/5 or 2.8/4; requires university COOP request letter + transcript + CV.",46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). Pass26: skills normalized/deduped.,Low,Medium,Medium,High,Medium,Medium,High,Medium,0,1,1,2,1,1,2,1,Cybersecurity,Cybersecurity; FinTech; Software Development; Data Science; Data Engineering,cybersecurity; soc; siem; network security; penetration testing; linux; incident response; vulnerability assessment; networking; sql; python; api; data analysis; machine learning,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git; machine learning; data analysis; etl,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi
142,Companies,455,306,Saudi Tadawul Group | تداول,Cooperative Training Program (COOP),COOP,Riyadh,Riyadh Region,In person,As per university COOP requirement,Not stated,Apply via source page,See source page,Not stated,CIS;CS;CYS,CIS;CS;CYS,Cybersecurity;Software Engineering,Role depends on assigned department; strong English; professional workplace skills.,professional workplace skills; strong English; Data analysis; ITIL; Cybersecurity Fundamentals,Not stated,"Saudi student; min GPA 2.5/4 or 3.5/5; English proficiency; pass interview. Specialties include Computer Science, Software Engineering, Computer Engineering, MIS, Information Systems, and related.","Saudi student; min GPA 2.5/4 or 3.5/5; English proficiency; pass interview. Specialties include Computer Science, Software Engineering, Computer Engineering, MIS, Information Systems, and related.",National ID copy; academic transcript; university letter confirming COOP requirement + start/end dates.,Yes,In person,Interview required (details not stated).,https://sa.linkedin.com/jobs/view/cooperative-training-program-coop-at-saudi-tadawul-group-2679017793,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"Saudi Tadawul Group Cooperative Training Program (COOP) (Riyadh): Saudi students; min GPA 2.5/4 or 3.5/5; English; pass interview; required docs (ID, transcript, university COOP letter with dates); specialties include Computer Science, Software Engineering, Computer Engineering, MIS, Information Systems and more.",46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). Pass26: skills normalized/deduped.,Low,Medium,Medium,Medium,Low,Medium,High,Medium,0,1,1,1,0,1,2,1,Cybersecurity,Cybersecurity; Software Development,cybersecurity; soc; siem; network security; penetration testing; linux; incident response; vulnerability assessment; networking; python; api; sql; git,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis; typescript; ui testing
143,Companies,457,307,Lean Technologies,Software Engineering Intern – KSA,Internship,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via source page,See source page,Not stated,CIS;CS,CIS;CS,Fintech;Software Engineering,Java; Spring Boot; PostgreSQL; Kafka; Redis; code reviews; testing & debugging.,code reviews; Java; Kafka; PostgreSQL; Python; Redis; Spring Boot; testing & debugging; Testing; Web Development,PostgreSQL; Redis; Spring Boot,Currently pursuing CS/Software Eng (or related); passion for software dev; familiar with Java/C++/Python; understanding of SDLC basics; teamwork; bonus exposure to Java Spring Boot/PostgreSQL/Kafka/Redis.,Currently pursuing CS/Software Eng (or related); passion for software dev; familiar with Java/C++/Python; understanding of SDLC basics; teamwork; bonus exposure to Java Spring Boot/PostgreSQL/Kafka/Redis.,CV/Resume; optional GitHub/portfolio.,No,Not stated,Not stated.,https://jobs.hub71.com/companies/lean-technologies-2-16bbfe41-4aa4-4262-919f-f8331e016df0/jobs/48620373-software-engineering-intern-ksa,jobs.hub71.com,Medium,Yes,Yes,Company Official,"Lean Software Engineering Intern (Riyadh): CS/SE students; responsibilities include coding, testing, debugging; stack includes Java Spring Boot, PostgreSQL, Kafka, Redis; mentorship provided.",46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. Pass26: skills normalized/deduped.,Low,High,Low,Medium,High,Low,High,Low,0,2,0,1,2,0,2,0,Software Engineering,Software Development,python; api; sql; git,python; apis; sql; git; javascript; html; css; react,docker; testing; cloud; rest apis; typescript; ui testing
144,Companies,459,308,Mirai (Scopely) | مِراي,AI Engineering Intern (GenAI),Internship,Riyadh,Riyadh Region,In person,Not stated,Paid (stipend) – stated as paid internship,Apply via source page,See source page,Not stated,AI;CS,AI;CS,Artificial Intelligence;Software Engineering,Python; JS; AI agents; model evaluation; API integration; cloud & containers; agile.,agile; AI agents; APIs; cloud & containers; Deep Learning; JavaScript; Machine Learning; model evaluation; Python; Agile/Scrum; Cloud Computing,Not stated,Proficient in Python/JS (or similar); strong analytical/problem-solving; interest in ML/Deep Learning/RL (bonus); comfortable with experimentation; good communication.,Proficient in Python/JS (or similar); strong analytical/problem-solving; interest in ML/Deep Learning/RL (bonus); comfortable with experimentation; good communication.,CV/Resume; optional GitHub/projects.,No,Not stated,Not stated.,https://sa.linkedin.com/jobs/view/ai-engineering-intern-at-mirai-a-scopely-company-4278068682,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"Mirai AI Engineering Intern (Riyadh): paid internship; build/prototype AI systems; areas include conversational analytics, knowledge bases, QA automation; tools include autonomous agents; Python/JS; cloud + containers; ML familiarity is a bonus.",46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. Pass26: skills normalized/deduped.,High,High,Low,Medium,Medium,Low,Low,High,2,2,0,1,1,0,0,2,AI / Machine Learning,Data Science; Data Engineering; Software Development,python; sql; machine learning; data analysis; api; git,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing
145,Companies,461,309,HungerStation | هنقرستيشن,"Co-OP Trainee, Data Analysis – Info Sec",COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via source page,See source page,Not stated,CIS;CS;CYS,CIS;CS;CYS,Cybersecurity,Python; SQL; dashboards; data cleansing & visualization; security policies/standards; audit response; risk assessment.,dashboards; data cleansing & visualization; GRC; Python; Security Fundamentals; security policies; SQL; standards; Dashboarding; Data analysis; Data Visualization; Cybersecurity Fundamentals,Power BI,"COOP trainee role; data analytics skills include Python, SQL, data tools; ability to handle large datasets; InfoSec skills include basic cybersecurity principles/frameworks, risk assessment & security controls.","COOP trainee role; data analytics skills include Python, SQL, data tools; ability to handle large datasets; InfoSec skills include basic cybersecurity principles/frameworks, risk assessment & security controls.",CV/Resume; university COOP documents (if required).,No,Not stated,Not stated.,https://sa.linkedin.com/jobs/view/co-op-trainee-data-analysis-info-sec-at-hungerstation-%D9%87%D9%86%D9%82%D8%B1%D8%B3%D8%AA%D9%8A%D8%B4%D9%86-4251787530,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"HungerStation COOP Trainee (Data Analysis / InfoSec) (Riyadh): COOP program with mentorship & deliverables. Data analytics track mentions Python, SQL, dashboards & insights; InfoSec track covers policies, audits, risk assessments.",46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. Pass26: skills normalized/deduped.,Medium,Medium,High,Medium,Medium,Low,Low,High,1,1,2,1,1,0,0,2,Cybersecurity,Cybersecurity; Data Science; Data Engineering,cybersecurity; soc; siem; network security; penetration testing; linux; incident response; vulnerability assessment; networking; python; sql; machine learning; data analysis,linux; networking; cybersecurity fundamentals; security fundamentals; python; machine learning; data analysis; sql; etl,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; statistics; pandas; visualization
146,Companies,463,310,NCGR | المركز الوطني لنظم الموارد الحكومية,Coop Training Program,COOP,Riyadh,Riyadh Region,In person,6 months,Monthly reward (stipend),Apply via source page,See source page,Not stated,CIS;CS;CYS;IT,CIS;CS;CYS;IT,Cybersecurity,Role-dependent; IT and security fundamentals; documentation; reporting.,reporting; Security Fundamentals; ITIL; Cybersecurity Fundamentals,Not stated,"Majors: Computer Science, IT, Cyber Security, Information Systems/MIS (and others). Saudi National; min GPA 2.5/4 or 3.5/5; 6-month program; full-time (8h/day, 5 days/week); pass interview.","Majors: Computer Science, IT, Cyber Security, Information Systems/MIS (and others). Saudi National; min GPA 2.5/4 or 3.5/5; 6-month program; full-time (8h/day, 5 days/week); pass interview.",CV/Resume (include last semester GPA); supporting university documents as requested.,Yes,In person,Interview required (details not stated).,https://sa.linkedin.com/jobs/view/coop-training-program-at-ncgr-national-center-for-government-resources-sys-4079262684,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"NCGR Coop Training Program (Riyadh): majors include CS/IT/Cybersecurity/IS/MIS; benefits include monthly reward + on-job training + completion certificate; requirements include Saudi national, min GPA 2.5/4 or 3.5/5, 6-month program, full-time 8h/day, pass interview.",46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). Pass26: skills normalized/deduped.,Low,Medium,High,High,Medium,Low,Low,Low,0,1,2,2,1,0,0,0,Cybersecurity,Cybersecurity,cybersecurity; soc; siem; network security; penetration testing; linux; incident response; vulnerability assessment; networking,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring
147,Companies,465,311,nybl,nybl Graduate Programme – Saudi Nationals (AI Bootcamp),Graduate Program,Riyadh,Riyadh Region,In person,1 year,Not stated,Apply via source page,See source page,Not stated,AI;CS,AI;CS,Artificial Intelligence;Data Science;Software Engineering,AI applications; hands-on projects; cross-functional collaboration.,AI applications; hands-on projects; Machine Learning,Not stated,Saudi nationals; full-time 1-year AI bootcamp with track selection; hands-on projects + mentorship (see posting).,Saudi nationals; full-time 1-year AI bootcamp with track selection; hands-on projects + mentorship (see posting).,Apply with resume (ATS form); optional links (Git/portfolio).,No,Not stated,Not stated.,https://nybl.freshteam.com/jobs/Rnmwy3EP4vNg/nybl-graduate-programme-saudi-nationals,nybl.freshteam.com,High,Yes,No,Company Official,"nybl Graduate Programme (Saudi Nationals) (Riyadh): 1-year AI Bootcamp with specialized tracks (Software Eng, Data Science, Product, etc.), hands-on projects, mentorship, and support system.",46084,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs.,High,High,Low,Medium,Medium,Low,Low,High,2,2,0,1,1,0,0,2,AI / Machine Learning,Data Science; Data Engineering,python; sql; machine learning; data analysis,python; machine learning; data analysis; sql; etl,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi
148,Companies,467,312,Procter & Gamble (P&G),P&G LEADgen Internship Program 2026 (Riyadh),Internship,Riyadh,Riyadh Region,In person,Not stated,Paid (competitive monthly stipend),Apply via source page,See source page,Not stated,CIS;CS,CIS;CS,Not stated,Role-dependent; analytical skills; MS Office.,analytical skills; MS Office; Data analysis,Power BI; MS Office; Excel,Current student (bachelor/master; not yet graduated); Saudi National; English & Arabic; strong analytical/critical thinking; apply to choose department.,Current student (bachelor/master; not yet graduated); Saudi National; English & Arabic; strong analytical/critical thinking; apply to choose department.,CV/Resume; supporting documents as requested by P&G application.,No,Not stated,Not stated.,https://sa.linkedin.com/jobs/view/p-g-leadgen-internship-program-2026-riyadh-at-procter-gamble-4377190641,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,P&G LEADgen Internship Program 2026 (Riyadh): for current students (not yet completed bachelor’s); Saudi nationals; open to any major; paid stipend; departments include Sales and Government Relations; potential full-time consideration after graduation.,46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. Pass26: tools normalized/deduped.,Low,Low,Low,Low,Low,Low,Low,Low,0,0,0,0,0,0,0,0,,,,,
149,Companies,469,313,New Murabba | المربع الجديد,New Murabba Co-op Training Program,COOP,Riyadh,Riyadh Region,In person,Minimum 3 months,Monthly allowance (stipend),Apply via source page,See source page,Not stated,CIS;CS;CYS,CIS;CS;CYS,Not stated,Role-dependent (based on placement).,Not stated,Not stated,Saudi National; GPA ≥ 3.75/5 or 2.75/4; COOP required for graduation; min duration 3 months; upload COOP letter + transcript; pass interview; business/engineering/design and related fields.,Saudi National; GPA ≥ 3.75/5 or 2.75/4; COOP required for graduation; min duration 3 months; upload COOP letter + transcript; pass interview; business/engineering/design and related fields.,University COOP letter; student transcript; CV/Resume (recommended).,Yes,In person,Interview required (details not stated).,https://sa.linkedin.com/jobs/view/new-murabba-co-op-training-program-at-new-murabba-4347619872,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,New Murabba Co-op Training Program (Riyadh): starts Jan 2026; Saudi nationals; GPA ≥ 3.75/5 or 2.75/4; COOP required for graduation; minimum duration 3 months; monthly allowance + certificate; requires university COOP letter + transcript; interview required.,46084,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). | Pass28: generalized cert note for General Program to avoid ungrounded cert suggestions.,Low,Medium,Medium,Medium,Low,Low,Low,Low,0,1,1,1,0,0,0,0,,,,,
