profile_id,opportunity_id,chat_message,major,city,skills,interest,program_type,work_mode,company_name,program_name,opportunity_role_cluster,opportunity_required_skills,opportunity_preferred_skills,target_score,predicted_score,absolute_error
cs-iau-backend,41,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Bank Albilad,Cooperative and Summer Training Program,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,66.5,60.15374960955541,6.346250390444588
cs-iau-backend,70,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Tamara,Builders Program,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,66.5,60.15374960955541,6.346250390444588
cs-iau-backend,74,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Saudi Awwal Bank (SAB),COOP Program,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,66.5,60.15374960955541,6.346250390444588
eastern-province-cys,132,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,Signify,KSA Coop Internship Program,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,58.5,64.84424952493096,6.344249524930959
eastern-province-cys,27,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,"Saudi Standards, Metrology and Quality Organization (SASO)",Cooperative Training (Collaborative Training),Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,58.5,64.84424952493096,6.344249524930959
eastern-province-cys,129,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,WalaPlus,Coop & Tamheer Opportunities,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,58.5,64.84424952493096,6.344249524930959
ds-scientist-jeddah,128,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,SCAI | سكاي,CO-OP Training Opportunities (Intern),Software Engineering,networking; linux; security fundamentals; cybersecurity fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,58.83,65.16665100777263,6.33665100777263
eastern-province-cys,171,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,Infosys,Summer Intern (Infosys InStep ’26 – Bangalore),General Computing,,,33.0,39.3334784285506,6.333478428550599
ds-gpa-ielts,173,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,Abunayyan Holding,Data Analyst (Tamheer),Data Analytics,python; sql; data analysis,machine learning; statistics; pandas; visualization,56.17,49.84575880935425,6.3242411906457505
ds-scientist-jeddah,129,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,WalaPlus,Coop & Tamheer Opportunities,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,43.0,49.316739635717006,6.316739635717006
ds-scientist-jeddah,132,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Signify,KSA Coop Internship Program,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,43.0,49.316739635717006,6.316739635717006
cs-iau-backend,58,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Unifonic,Internship (Unifonic),General Computing,,,67.0,60.69228278060865,6.30771721939135
eastern-province-cys,44,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,PIF | Graduate Development Program,Graduate Development Program (GDP),Data Analytics,,,34.5,40.80595251857975,6.305952518579751
de-cloud-dammam,55,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,SAMA | SAMA Professional Program (SPP),SAMA Professional Program (SPP),General Computing,,,26.5,32.79777865022673,6.297778650226732
ds-scientist-jeddah,91,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,REMAT ADVANCED,Cooperative Training Program,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,43.0,49.29110935494774,6.291109354947743
qual-ielts-intern,8,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,KPMG Saudi Arabia,COOP & Internship Programs,General Computing,,,49.0,42.7176240322597,6.2823759677403
cs-iau-backend,153,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Lockheed Martin,Tamheer Space Internship (Riyadh),General Computing,,,61.5,55.220140032124526,6.279859967875474
ds-remote-coop,172,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,شركة الخدمات المدارة | Managed Services Company,Intern Cybersecurity Engineer,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,36.0,42.279321062700575,6.279321062700575
ce-network-dhahran,117,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Diriyah Company,Diriyah Co-op Training Program,General Computing,,,40.0,46.27310651688954,6.273106516889541
ce-network-dhahran,13,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Bupa Arabia,Cooperative Training Program,General Computing,,,40.0,46.27310651688954,6.273106516889541
remote-only-de,28,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,"Zakat, Tax and Customs Authority (ZATCA)",Binaa-Alkafaat Program,General Computing,,,39.5,33.23271685165864,6.267283148341363
eastern-province-cys,36,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,PwC Middle East (Assurance COOP & Summer Internship Programme 2026),"Assurance, COOP and Summer Internship Programme 2026 – Middle East",General Computing,,,44.5,50.75243065154401,6.25243065154401
ce-network-dhahran,163,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Devoteam,Trainee - Future Leaders Program (Co-op/Fresh Graduate),Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis; typescript; ui testing,52.5,58.73024886731548,6.230248867315481
cs-iau-backend,8,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,KPMG Saudi Arabia,COOP & Internship Programs,General Computing,,,47.5,53.69600004165822,6.196000041658223
de-cloud-dammam,49,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,SAP | Student Internship (Riyadh),Student Internship - Riyadh,General Computing,,,33.5,39.69566396683839,6.195663966838389
ds-gpa-ielts,82,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,Saudi Ground Services (SGS),COOP Program,General Computing,,,33.33,39.52273490097217,6.1927349009721695
ds-scientist-jeddah,4,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Saudi National Bank (SNB),SNB Cooperative Training Program,General Computing,python; apis; sql; git,docker; testing; cloud; rest apis,60.33,54.15950106591119,6.170498934088805
no-interview-ft,171,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,Infosys,Summer Intern (Infosys InStep ’26 – Bangalore),General Computing,,,42.5,48.6539538977862,6.153953897786202
ds-gpa-ielts,54,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,Tawuniya | Tamheer Program (Fresh Graduates),Tamheer Program,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,50.83,44.70008944663236,6.129910553367637
remote-only-de,25,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Elm,Elm Co-op Training Program (March 2026 Intake),General Computing,,,34.5,40.62860214320482,6.128602143204823
eastern-province-cys,59,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,Misk Foundation,Misk Traineeship / Internship Program,General Computing,,,47.0,40.87397637322629,6.1260236267737085
remote-only-de,34,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Saudi Power Procurement Company (SPPC),Future Power – COOP Training Program,General Computing,,,34.5,40.60787322505356,6.1078732250535595
remote-only-de,83,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,CEER,Cooperative Training Program (COOP),General Computing,,,34.5,40.60787322505356,6.1078732250535595
remote-only-de,95,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,ARDARA,COOP Training for Students,General Computing,,,34.5,40.60787322505356,6.1078732250535595
remote-only-de,96,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,flynas,COOP Trainee / Internship Program,General Computing,,,34.5,40.60787322505356,6.1078732250535595
remote-only-de,82,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Saudi Ground Services (SGS),COOP Program,General Computing,,,34.5,40.60787322505356,6.1078732250535595
remote-only-de,121,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,webook.com,COOP Trainee Opportunities – webook.com,General Computing,,,34.5,40.60787322505356,6.1078732250535595
remote-only-de,115,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Salla,برنامج التدريب التعاوني (Coop Training) – Salla,General Computing,,,34.5,40.60787322505356,6.1078732250535595
remote-only-de,170,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,2P Perfect Presentation,Data Analyst (Tamheer),Data Analytics,python; sql; data analysis,machine learning; statistics; pandas; visualization,50.0,43.89306839703785,6.106931602962149
ce-network-dhahran,58,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Unifonic,Internship (Unifonic),General Computing,,,34.5,40.60656198564422,6.10656198564422
eastern-province-cys,82,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,Saudi Ground Services (SGS),COOP Program,General Computing,,,54.0,47.90032955268487,6.099670447315127
eastern-province-cys,23,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,noon,Student Internship,General Computing,,,30.0,36.087347998150825,6.087347998150825
remote-only-de,123,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,EjadTech - إيجاد التقنية,"Summer Internship Program 2025 (Computer, Data, and AI Majors)",Software Engineering,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing; statistics; pandas; visualization,53.0,59.03397118438196,6.0339711843819615
remote-only-de,69,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Arab National Bank (ANB),COOP Trainee,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,48.5,42.46922004308193,6.030779956918067
remote-only-de,75,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Riyad Bank,Internships and Coop Trainings (CSR 2019),Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,48.5,42.46922004308193,6.030779956918067
eastern-province-cys,108,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,Gathern,Co-op Program,Software Engineering,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing; statistics; pandas; visualization,58.5,64.52603033835108,6.026030338351077
no-interview-ft,23,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,noon,Student Internship,General Computing,,,49.5,43.47639666370154,6.023603336298457
remote-only-de,67,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,General Entertainment Authority (GEA),GEA Cooperative Training Program,General Computing,,,34.5,40.52284309580602,6.022843095806017
remote-only-de,16,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,McKinsey & Company (Maqdira),Maqdira Fellowship Program,General Computing,,,34.5,40.52284309580602,6.022843095806017
cs-iau-backend,14,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Saudi Exports (Saudi Export Development Authority),COOP & Summer Training (FAQ-confirmed),General Computing,,,47.5,53.52281789688139,6.022817896881392
no-interview-ft,104,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,Zain KSA,Zain Pioneers Program,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,39.5,45.51726530645385,6.017265306453851
eastern-province-cys,62,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,General Authority for Statistics (GASTAT),Cooperative Training Program,Data Analytics,,,58.5,52.500298148267184,5.999701851732816
eastern-province-cys,63,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,Saudi Center for Opinion Polling (SCOP),Cooperative Training Program,Data Analytics,,,58.5,52.500298148267184,5.999701851732816
remote-only-de,21,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Google (Saudi Arabia),Google Careers (Saudi location filter),General Computing,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,33.0,38.99303480136479,5.993034801364793
remote-only-de,120,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Lumi | لومي,COOP Intern 2025 – Lumi,General Computing,,,34.5,40.48896966001215,5.9889696600121525
remote-only-de,13,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Bupa Arabia,Cooperative Training Program,General Computing,,,34.5,40.48896966001215,5.9889696600121525
remote-only-de,117,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Diriyah Company,Diriyah Co-op Training Program,General Computing,,,34.5,40.48896966001215,5.9889696600121525
ds-gpa-ielts,141,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,Saudi Payments | المدفوعات السعودية,COOP Training – August 2024,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git; machine learning; data analysis; etl,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi,57.0,51.037051299539705,5.962948700460295
ds-scientist-jeddah,159,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Knodemy Inc.,AI Developer & Tech Trainer Intern - Riyadh,General Computing,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,47.33,53.26928891373932,5.939288913739318
no-interview-ft,85,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,TAWAL,COOP Training Program,Software Engineering,networking; linux; security fundamentals; cybersecurity fundamentals; python; apis; sql; git; javascript; html; css; react,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; docker; testing; cloud; rest apis; typescript; ui testing,53.5,59.43144400709701,5.9314440070970065
ce-network-dhahran,25,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Elm,Elm Co-op Training Program (March 2026 Intake),General Computing,,,40.0,45.930266895515125,5.930266895515125
ds-remote-coop,132,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,Signify,KSA Coop Internship Program,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,44.5,50.428006541858416,5.928006541858416
ds-remote-coop,27,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,"Saudi Standards, Metrology and Quality Organization (SASO)",Cooperative Training (Collaborative Training),Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,44.5,50.428006541858416,5.928006541858416
ds-remote-coop,91,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,REMAT ADVANCED,Cooperative Training Program,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,44.5,50.428006541858416,5.928006541858416
ds-remote-coop,129,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,WalaPlus,Coop & Tamheer Opportunities,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,44.5,50.428006541858416,5.928006541858416
remote-only-de,30,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,EXPRO,COOP Training (Future Makers Program),General Computing,,,34.5,40.412020743309526,5.912020743309526
remote-only-de,18,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Bain & Company,COOP Training Program (Riyadh),General Computing,,,34.5,40.412020743309526,5.912020743309526
remote-only-de,7,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Digital Government Authority (DGA),Maidan Cooperative Training Program,General Computing,,,34.5,40.412020743309526,5.912020743309526
ds-scientist-jeddah,76,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Tabby,Intern DevOps Engineer,DevOps,python; apis; sql; git; linux; docker,testing; cloud; rest apis; kubernetes; ci/cd; aws; azure; terraform,50.33,56.22735160905361,5.897351609053615
remote-only-de,15,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Local Content and Government Procurement Authority (LCGPA),COOP Training (role posting),General Computing,,,34.5,40.3901554017156,5.890155401715603
ds-remote-coop,12,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,Tamara,Tamara Builders Program,General Computing,python; apis; sql; git,docker; testing; cloud; rest apis,49.17,55.06011131639482,5.890111316394815
ds-remote-coop,82,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,Saudi Ground Services (SGS),COOP Program,General Computing,,,40.0,45.87203550855379,5.872035508553793
ds-gpa-ielts,149,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,New Murabba | المربع الجديد,New Murabba Co-op Training Program,General Computing,,,47.83,41.958574416930055,5.871425583069943
cs-iau-backend,78,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Tabby,Intern Frontend Engineer,Software Engineering,python; apis; sql; git; javascript; html; css; react,docker; testing; cloud; rest apis; typescript; ui testing,85.5,79.62889819573981,5.871101804260192
ds-gpa-ielts,90,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,NHC,COOP Trainee,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,38.33,44.187992444563605,5.857992444563607
ce-network-dhahran,27,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,"Saudi Standards, Metrology and Quality Organization (SASO)",Cooperative Training (Collaborative Training),Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,62.0,56.15507279818541,5.844927201814592
ds-scientist-jeddah,27,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,"Saudi Standards, Metrology and Quality Organization (SASO)",Cooperative Training (Collaborative Training),Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,43.0,48.83192933452683,5.8319293345268335
eastern-province-cys,85,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,TAWAL,COOP Training Program,Software Engineering,networking; linux; security fundamentals; cybersecurity fundamentals; python; apis; sql; git; javascript; html; css; react,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; docker; testing; cloud; rest apis; typescript; ui testing,72.5,66.67022986813625,5.829770131863754
qual-ielts-intern,165,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,Innovative Solutions SA,Presales - Tamheer,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,40.5,46.31554171247552,5.815541712475522
eastern-province-cys,122,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,moneymoon,Tech & AI Co-op Program 2025,SOC Operations,linux; networking; cybersecurity fundamentals; security fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,77.0,71.18576756359222,5.814232436407778
de-cloud-dammam,87,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Banque Saudi Fransi (BSF),Coop Training Program,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,33.5,39.312823444170114,5.812823444170114
de-cloud-dammam,38,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,BSF (Banque Saudi Fransi),COOP / Internship,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,33.5,39.312823444170114,5.812823444170114
eastern-province-cys,145,Cybersecurity student in Dammam open to Khobar and Dhahran SOC roles.,CYS,Dammam,linux,,COOP,On-site,HungerStation | هنقرستيشن,"Co-OP Trainee, Data Analysis – Info Sec",Data Analytics,linux; networking; cybersecurity fundamentals; security fundamentals; python; machine learning; data analysis; sql; etl,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; statistics; pandas; visualization,77.0,71.18943205667661,5.810567943323392
ce-network-dhahran,132,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,Signify,KSA Coop Internship Program,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,62.0,56.18962982392996,5.8103701760700375
ce-network-dhahran,91,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,REMAT ADVANCED,Cooperative Training Program,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,62.0,56.18962982392996,5.8103701760700375
cs-iau-backend,40,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Saudi Power Procurement Company (SPPC) – Future Power (Business Admin COOP),Future Power – Business Administration COOP Training Program,General Computing,,,52.5,58.3098310753125,5.809831075312502
remote-only-de,118,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Riyadh Air,Co-op – Riyadh Air,General Computing,,,34.5,40.303971747742345,5.803971747742345
ce-network-dhahran,129,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,WalaPlus,Coop & Tamheer Opportunities,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,62.0,56.21584987092918,5.784150129070817
qual-ielts-intern,96,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,flynas,COOP Trainee / Internship Program,General Computing,,,48.5,42.7176240322597,5.7823759677403
qual-ielts-intern,115,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,Salla,برنامج التدريب التعاوني (Coop Training) – Salla,General Computing,,,48.5,42.7176240322597,5.7823759677403
